v1,v2,Unique_Stopword_Count,Word_Count,Stopword_Count,Unique_Stem_Count,Unique_Word_Count,Unique_Word_Count/Word_Count
ham,confirm eating esplanade,0,3,0,3,3,1.0
ham,send id password,0,3,0,3,3,1.0
ham,kind of took garage centre part exhaust needs replacing part ordered n taking fixed tomo morning,1,16,1,15,15,0.9375
spam,chance win a250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk,0,14,0,14,14,1.0
ham,well might come then,1,4,1,4,4,1.0
ham,long quit get like 5 minutes day is,1,8,1,8,8,1.0
ham,likely called mittelschmertz google it paracetamol worry go,1,8,1,8,8,1.0
ham,well right going get check todays steam salespee text want come get,0,12,0,11,11,0.9166666666666666
ham,arrived see couple days lt3,0,5,0,5,5,1.0
ham,k wat tht incident,0,4,0,4,4,1.0
ham,yeah get unlimited,0,3,0,3,3,1.0
ham,cthen thk shd b enuff still got conclusion n contents pg n references b da contents pg n cover pg,0,20,0,14,14,0.7
ham,forgot takes 3 years shower sorry atyour phone dead yet,0,10,0,10,10,1.0
ham,ii got wat buy tell us i need come again,2,10,2,10,10,1.0
ham,big god bring success,0,4,0,4,4,1.0
spam,youuave bin awarded a50 play 4 instant cash call 08715203028 claim every 9th player wins min a50a500 optout 08718727870,0,19,0,19,19,1.0
ham,u r stayin extra week back next wed rugby weekend hi  c soon  ham,0,14,0,14,14,1.0
ham,campus library,0,2,0,2,2,1.0
ham,affidavit says ltgt e twiggs st division g courtroom ltgt  lttimegt am double check text tomorrow,1,16,1,15,15,0.9375
ham,creep now ,1,2,1,2,2,1.0
ham,tell friends plan valentines day  lturlgt,0,6,0,6,6,1.0
ham,get ten billion calls texts help god,0,7,0,7,7,1.0
ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,0,13,0,12,12,0.9230769230769231
ham,told returned it order it,1,5,2,4,4,0.8
ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post office,0,14,0,13,14,1.0
ham,depends going lor,0,3,0,3,3,1.0
ham,smile right go world wonder smiling think crazy keep away  grins,0,11,0,10,11,1.0
spam,freemsgfav xmas tonesreply real,0,4,0,4,4,1.0
ham,lil fever fine,0,3,0,3,3,1.0
ham,think still car,0,3,0,3,3,1.0
ham,not,1,1,1,1,1,1.0
spam,december only mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,1,17,1,13,13,0.7647058823529411
ham,yes princess want catch big strong hands,0,7,0,7,7,1.0
ham,oh yeah forgot take 2 shopping once,1,7,1,7,7,1.0
ham,mm asked call radio,0,4,0,4,4,1.0
ham,thinkin someone good drugs,0,4,0,4,4,1.0
ham,say slowly godi love amp need youclean heart bloodsend ten special people amp c miracle tomorrow itplspls it,1,18,1,17,17,0.9444444444444444
ham,enjoy showers possessiveness poured loved ones bcoz world lies golden gift loved truly,0,13,0,12,12,0.9230769230769231
ham,alright sure let know leaving,0,5,0,5,5,1.0
ham,lasting much 2 hours might get lucky,0,7,0,7,7,1.0
ham,genius up brother pls send number skype,1,7,1,7,7,1.0
spam,gr8 poly tones 4 mobs direct 2u rply poly title 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p,0,22,0,19,20,0.9090909090909091
ham,thk find wtc far weiyi goin e rest know yet r goin 4 dinner den might b able join,0,19,0,18,18,0.9473684210526315
ham,forget owns private property  good boy always  passionate kiss,0,9,0,9,9,1.0
spam,interflora  aoit late order interflora flowers christmas call 0800 505060 place order midnight tomorrow,0,14,0,12,12,0.8571428571428571
ham,oh godtaken teethis paining,0,4,0,4,4,1.0
spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,0,13,0,13,13,1.0
ham,ask darren go n pick lor oso sian tomorrow haf 2 meet lect,0,13,0,13,13,1.0
ham,need buy lunch me eat maggi mee,1,7,1,7,7,1.0
spam,congratulations  thanks good friend a2000 xmas prize 2 claim easy call 08712103738 now 10p per minute btnationalrate,1,17,1,17,17,1.0
ham,ok lor,0,2,0,2,2,1.0
ham,oh right ok make sure loads work day got really nasty cough today dry n shot really help it,1,19,1,18,18,0.9473684210526315
ham,wifehow knew time murder exactly,0,5,0,5,5,1.0
spam,send logo 2 lover  2 names joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ads 150p,0,25,0,23,23,0.92
ham,howz persons story,0,3,0,3,3,1.0
ham,thanx 4 sending home,0,4,0,4,4,1.0
ham,normally hot mail com see,0,5,0,5,5,1.0
spam,tkts euro2004 cup final a800 cash collect call 09058099801 b4190604 pobox 7876150ppm,0,12,0,12,12,1.0
ham,sick still go shopping,0,4,0,4,4,1.0
ham,ya well fine bbdpooja full pimpleseven become quite blackand rite cold wearing sweatter,0,13,0,13,13,1.0
ham,nicenicehow working,0,2,0,2,2,1.0
ham,1s reach home call me,1,5,1,5,5,1.0
ham,trying find chinese food place around,0,6,0,6,6,1.0
ham,easy mate  guess quick drink bit ambitious,0,7,0,7,7,1.0
ham,babe  miiiiiiissssssssss  need  crave    geeee  sad without babe  love ,0,9,0,8,8,0.8888888888888888
ham,ok thanx,0,2,0,2,2,1.0
ham,aathiwhere dear,0,2,0,2,2,1.0
ham,tunji queen doing wishing great day abiola,1,7,1,7,7,1.0
ham,today iz yellow rose day love frndship give 1 misscall amp send frndz amp see many miss calls get get 6missed marry lover,0,23,0,21,21,0.9130434782608695
ham,class hours sorry,0,3,0,3,3,1.0
ham,wat time finish lect today,0,5,0,5,5,1.0
spam,freemessage jamsterget crazy frog sound now poly text mad1 real text mad2 88888 6 crazy sounds 3 gbpweek 16only tcs apply,1,21,1,18,19,0.9047619047619048
ham,sad story man  last week bday wife didnt wish me parents forgot n kids  went work even colleagues wish entered cabin pa said  happy bday boss  felt special askd 4 lunch lunch invited apartment went there said mind go bedroom minute   ok sed sexy mood came 5 minuts latr wid caken wife parents kidz friends n colleagues screaming surprise  waiting sofa    naked,2,62,2,52,53,0.8548387096774194
spam,chance reality fantasy show call  08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national  rate call,0,21,0,20,20,0.9523809523809523
ham,fine good hear you dear happy new year oh,1,9,1,9,9,1.0
ham,going wipro interview today,0,4,0,4,4,1.0
ham,tall princess,0,2,0,2,2,1.0
ham,doubt could handle 5 times per night case,0,8,0,8,8,1.0
ham,haha hope i hear receipt sound gd luck,1,8,1,8,8,1.0
ham,going death me going leave note says robs fault avenge me,1,11,2,9,9,0.8181818181818182
ham,japanese proverb one it it none ityou must indian version one it let it none itleave it finally kerala version one it stop it none it make strike ,1,28,8,16,16,0.5714285714285714
ham,today workin free oso gee thgt workin frens shop ,0,9,0,8,8,0.8888888888888888
ham,life face choices toss coin becoz settle question coin air know heart hoping for gudni8,1,15,1,14,14,0.9333333333333333
ham,know god created gap fingers that one made comes amp fills gaps holding hand love,1,15,1,14,15,1.0
ham,want kiss feel next,0,4,0,4,4,1.0
ham,happy saying,0,2,0,2,2,1.0
spam,adult 18 content video shortly,0,5,0,5,5,1.0
ham,ok would b lovely r sure think wot want do drinkin dancin eatin cinema in out about you wot ,5,19,5,18,18,0.9473684210526315
ham,saying explicitly told nora know someone probably going bother,0,9,0,9,9,1.0
ham,says hi get ass back south tampa preferably kegger,0,9,0,9,9,1.0
ham,smith waste dai want gayle,0,5,0,5,5,1.0
ham,mum sent many many messages since got here want know actually getting them enjoy rest day,2,16,2,15,15,0.9375
ham,aight tomorrow around ltgt,0,4,0,4,4,1.0
ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,0,14,0,13,14,1.0
spam,chance reality fantasy show call  08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national  rate call,0,21,0,20,20,0.9523809523809523
ham,actually first time while went bed long spoke you woke 7 night,2,12,2,12,12,1.0
ham,see there,1,2,1,2,2,1.0
ham,understand message,0,2,0,2,2,1.0
ham,crucify c s told earlier,1,5,1,5,5,1.0
ham,know keep saying not since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added it,2,22,2,20,21,0.9545454545454546
ham,fuck cedar key fuck come anyway though,0,7,0,6,6,0.8571428571428571
ham,twenty past five said train durham already coz reserved seat,0,10,0,10,10,1.0
spam,hey boys want hot xxx pics sent direct 2 phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx,0,23,0,23,23,1.0
ham,still painting wall,0,3,0,3,3,1.0
spam,last chance claim a150 worth discount vouchers today text shop 85023 now savamob offers mobile cs savamob pobox84 m263uz a300 sub 16,1,22,1,21,21,0.9545454545454546
ham,printer cool mean groovy wine groovying,0,6,0,5,6,1.0
ham,hi harishs rent transfred acnt,0,5,0,5,5,1.0
ham,anything lor coming,0,3,0,3,3,1.0
ham,cbe really good nowadayslot shop showroomscity shaping good,0,8,0,7,7,0.875
ham,ii still attending da talks,0,5,0,5,5,1.0
ham,probs hon doinat mo,0,4,0,4,4,1.0
ham,k take care,0,3,0,3,3,1.0
ham,take phone callon friday assume year now,1,7,1,7,7,1.0
ham,battery low babe,0,3,0,3,3,1.0
ham,shuhui bought rons present swatch watch,0,6,0,6,6,1.0
ham,yeah quite bit left swing tomorrow get,0,7,0,7,7,1.0
ham,babe said 2 hours almost 4  internet ,0,7,0,7,7,1.0
ham,k sure get noon see,0,5,0,5,5,1.0
ham,kkyesterday cbe ,0,2,0,2,2,1.0
ham,went ganesh dress shop,0,4,0,4,4,1.0
spam,pdatenow  double mins 1000 txts orange tariffs latest motorola sonyericsson  nokia  bluetooth free call mobileupd8 08000839402 call2optoutyhl,0,17,0,17,17,1.0
ham,ii collecting laptop going configure da settings izzit,0,8,0,8,8,1.0
ham,r  home come within 5 min,0,6,0,6,6,1.0
ham,aight 8 latest probably closer 7 jay tyler two trips,0,10,0,10,10,1.0
ham,come aftr ltdecimalgt now cleaning house,1,6,1,6,6,1.0
spam,cashbalance currently 500 pounds  maximize cashin send cash 86688 150pmessage cc 08718720201 po box 11414 tcrw1,0,16,0,16,16,1.0
ham,bill in letters me iuam expecting one orange isnuat bill may still say orange it,3,15,3,13,13,0.8666666666666667
ham,tell pa pain de,0,4,0,4,4,1.0
ham,hi darlin hope nice night wish come cannot wait see love fran ps want dirty anal sex want 10 man gang bang,2,23,2,22,22,0.9565217391304348
ham,ha donut know either clever simple thing pears day perfect christmas,0,11,0,11,11,1.0
ham,helloooo wake up sweet morning welcomes you enjoy this day with full joy gud mrng,4,15,4,15,15,1.0
ham,alrite,0,1,0,1,1,1.0
ham,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow,0,15,0,15,15,1.0
spam,urgent mobile number awarded a2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs,0,15,0,15,15,1.0
ham,guys go see movies side,0,5,0,5,5,1.0
ham,sorryin meeting call later,0,4,0,4,4,1.0
ham,tell thatnow thinking plus going stop runs,0,7,0,7,7,1.0
ham,kindly send one flat ltdecimalgt today,0,6,0,6,6,1.0
spam,sorry unsubscribe yet mob offer package min term 54 weeks pls resubmit request expiry reply themob help 4 info,0,19,0,19,19,1.0
ham,nothing lor bit bored too dun go home early 2 sleep today,1,12,1,12,12,1.0
ham,time tell friend around,0,4,0,4,4,1.0
ham,yes fine love you safe,1,5,1,5,5,1.0
ham,thanks chikku gud nyt,0,4,0,4,4,1.0
ham,xy car picking up,1,4,1,4,4,1.0
ham,thanx 4 time weaove spent 2geva bin mint baby want youxxxx,0,11,0,11,11,1.0
ham,yo way could pick something tonight,0,6,0,6,6,1.0
ham,sent it send me,2,4,2,4,4,1.0
ham,fine simply sitting,0,3,0,3,3,1.0
ham,thts gods gift birds humans hav natural gift frm god,0,10,0,8,9,0.9
ham,coming day class,0,3,0,3,3,1.0
ham,done studyn library,0,3,0,3,3,1.0
ham,ok enjoy shows,0,3,0,3,3,1.0
ham,anything,0,1,0,1,1,1.0
ham,wuld without baby thought alone mite break donaot want go crazy everyboy needs lady xxxxxxxx,0,15,0,15,15,1.0
ham,wats dear doing sleeping ah,1,5,1,5,5,1.0
ham,hi test ltgt rd ,0,4,0,4,4,1.0
ham,2 students solved cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer r brilliant1thingi got answr,0,19,0,17,17,0.8947368421052632
ham,yo know anyone ltgt otherwise able buy liquor guy flaked right get hold somebody 4 loko night,0,17,0,17,17,1.0
ham,yup n fren lor meeting fren 730,0,7,0,6,6,0.8571428571428571
ham,yeah got one lined us,0,5,0,5,5,1.0
ham,stop wondering wow ever going stop tming  tm whenever want mine  laughs,0,12,0,11,11,0.9166666666666666
ham,lol yep yesterday already got fireplace another icon sitting me,1,10,1,10,10,1.0
ham,hey booked pilates yoga lesson already haha,0,7,0,7,7,1.0
ham,ok happen behave like,0,4,0,4,4,1.0
spam,1 new message please call 08712400200,0,6,0,6,6,1.0
ham,supervisor find 4 one lor thk students ask yet tell aft ask her,1,13,1,12,12,0.9230769230769231
ham,hello news job making wait fifth week yeah woozles weasels exeter still home 3,0,14,0,14,14,1.0
ham,messageno responcewhat happend,0,3,0,3,3,1.0
spam,currently message awaiting collection collect message call 08718723815,0,8,0,6,7,0.875
ham,hey babe sorry get sooner gary come fix thinks knows go far ptbo says cost ltgt bucks know might cheaper find someone  second hand machines right now let know want babe,1,31,1,28,29,0.9354838709677419
ham,make 3 4 fucks sake x,0,6,0,6,6,1.0
ham,leave it always ignorant,1,4,1,4,4,1.0
ham,nope b going 2 sch fri quite early lor cos mys sis got paper da morn ,0,16,0,16,16,1.0
ham,bruce b downs amp fletcher,0,5,0,5,5,1.0
ham, said would woke  ,0,3,0,3,3,1.0
ham,hey free call me,1,4,1,4,4,1.0
ham,tell pls,0,2,0,2,2,1.0
spam,urgent mobile awarded a1500 bonus caller prize 27603 final attempt 2 contact you call 08714714011,1,15,1,15,15,1.0
ham,think might give miss teaching til twelve lecture two damn working thing,0,12,0,12,12,1.0
ham,id check like 1 bowls worth left,0,7,0,7,7,1.0
ham,yes many sweets,0,3,0,3,3,1.0
ham,would still cozy exhausted last nightnobody went school work everything closed,0,11,0,11,11,1.0
spam,secret admirer reveal thinks r special call 09065174042 opt reply reveal stop 150 per message recd cust care 07821230901,0,19,0,18,18,0.9473684210526315
ham,buzzzz grins buzz ass buzz chest  buzz cock  keep phone  vibrator  feel shake ,0,13,0,11,11,0.8461538461538461
ham,sir send group mail check it,1,6,1,6,6,1.0
ham,da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got 7 n half pages,0,25,0,20,20,0.8
ham,nonenowhere ikno doesdiscountshitinnit,0,3,0,3,3,1.0
ham,know jabo abi,0,3,0,3,3,1.0
spam,ever notice driving anyone going slower idiot everyone driving faster maniac,0,11,0,10,10,0.9090909090909091
ham,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane,0,12,0,12,12,1.0
ham,good baby ,0,2,0,2,2,1.0
ham,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt  ltgt,0,13,0,11,11,0.8461538461538461
ham,mostly sports typelyk footblcrckt,0,4,0,4,4,1.0
ham,head dey swell oh thanks making day,0,7,0,7,7,1.0
ham,make fb list,0,3,0,3,3,1.0
ham,height confidence aeronautics professors wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt 1 move saidif made students,0,30,0,25,25,0.8333333333333334
ham,sary need tim bollox it hurt lot tol me,2,9,2,9,9,1.0
ham,happy new year princess,0,4,0,4,4,1.0
ham,text carlos let know hang,0,5,0,5,5,1.0
ham,worry  easy ingredients,0,3,0,3,3,1.0
ham,love 2 little pocy bell sorry love,0,7,0,6,6,0.8571428571428571
ham,ok omw now castor,1,4,1,4,4,1.0
ham,yar lor keep raining non stop wan 2 go elsewhere,0,10,0,10,10,1.0
spam,xmas offer latest motorola sonyericsson  nokia  free bluetooth dvd double mins  1000 txt orange call mobileupd8 08000839402 call2optout4qf2,0,18,0,18,18,1.0
ham,mean almost done done wif sleeping tot going take nap yup send liao picking ard 4 smth lor,0,18,0,17,17,0.9444444444444444
ham,7 wonders world 7th 6th style 5th smile 4th personality 3rd nature 2nd sms 1st you lovely friendship good morning dear,1,21,1,21,21,1.0
ham,tonight yeah would,0,3,0,3,3,1.0
ham,eat fo lunch senor,0,4,0,4,4,1.0
ham,said right giggle saw again would possibly first person2die nvq think much could for,2,14,2,14,14,1.0
ham,break time one how come n get stuff fr i,2,10,2,10,10,1.0
spam,reply win a100 weekly professional sport tiger woods play send stop 87239 end service,0,14,0,14,14,1.0
ham,see you cannot see  maybe reboot ym  seen buzz,3,10,3,9,9,0.9
ham,still grinder,0,2,0,2,2,1.0
spam,1 polyphonic tone 4 mob every week txt pt2 87575 1st tone free  get txtin tell friends 150ptone 16 reply hl 4info,0,22,0,21,21,0.9545454545454546
ham,love decision feeling could decide love then life would much simpler less magical,1,13,1,12,12,0.9230769230769231
spam,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,0,20,0,19,19,0.95
ham,ki didt see youkwhere now,1,5,1,5,5,1.0
ham,list buyers,0,2,0,2,2,1.0
ham,idea guess work hour supposed leave since usual nobody interest figuring shit last second,0,14,0,14,14,1.0
ham,mm entirely sure understood text hey ho weekend,0,8,0,8,8,1.0
ham,released vday shirts put makes bottom half naked instead white underwear,0,11,0,11,11,1.0
ham,knowhe watching film computer,0,4,0,4,4,1.0
ham,thursday,0,1,0,1,1,1.0
ham,oh phone phoned disconnected,0,4,0,3,4,1.0
ham,id onluy matters getting offcampus,0,5,0,5,5,1.0
spam,message free welcome new  improved sex  dogging club unsubscribe service reply stop msgs150p 18only,0,14,0,14,14,1.0
ham,excellent see rileys plans,0,4,0,4,4,1.0
ham,see half hour,0,3,0,3,3,1.0
spam,tkts euro2004 cup final a800 cash collect call 09058099801 b4190604 pobox 7876150ppm,0,12,0,12,12,1.0
ham,ew one them,1,3,1,3,3,1.0
ham,also hi wesley howve,0,4,0,4,4,1.0
ham,ah see lingo let know wot earth finished making it,1,10,1,10,10,1.0
spam,loan purpose a500  a75000 homeowners  tenants welcome previously refused still help call free 0800 1956669 text back help,0,18,0,17,17,0.9444444444444444
spam,updatenow  12mths half price orange line rental 400minscall mobileupd8 08000839402 call2optoutj5q,0,11,0,11,11,1.0
ham,imagine life without me see fast searching medo worry lm always disturb you goodnoon,2,14,2,14,14,1.0
ham,hm good morning headache anyone ,0,5,0,5,5,1.0
ham,yeah probs  last night obviously catching you speak soon,1,9,1,9,9,1.0
spam,free unlimited hardcore porn direct 2 mobile txt porn 69200  get free access 24 hrs chrgd50p per day txt stop 2exit message free,0,23,0,19,19,0.8260869565217391
ham,might go 2 sch yar e salon v boring,0,9,0,9,9,1.0
ham,ltgt mins stop somewhere first,0,5,0,5,5,1.0
ham,ltgt fast approaching so wish happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 you happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi first wishing theseyours raj,2,57,2,36,37,0.6491228070175439
ham,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting ,0,13,0,13,13,1.0
ham,get second half message,0,4,0,4,4,1.0
ham,wat time wan 2 meet later,0,6,0,6,6,1.0
ham,thank much selflessness love plenty,0,5,0,5,5,1.0
ham,film ill call later,0,4,0,4,4,1.0
ham,dare change ring,0,3,0,3,3,1.0
ham,bad girl lady,0,3,0,3,3,1.0
ham,love ya try budget money better babe gary would freak knew,0,11,0,11,11,1.0
ham,part do initiate understand,1,4,1,4,4,1.0
ham,finished lunch already wake already,0,5,0,4,4,0.8
ham,still game,0,2,0,2,2,1.0
ham,got tallent wasting,0,3,0,3,3,1.0
ham,record one night ,0,3,0,3,3,1.0
ham,also sir sent email log usc payment portal ill send another message explain things back home great weekend,0,18,0,18,18,1.0
ham,going let know cos comes bak holiday day coming dont4get2text number,0,11,0,10,11,1.0
ham,jokin lar  depends phone father get lor,0,7,0,7,7,1.0
ham,aight let know,0,3,0,3,3,1.0
ham,get ready ltgt inches pleasure,0,5,0,5,5,1.0
ham,rajipls favour pls convey birthday wishes nimya pls today birthday,0,10,0,8,8,0.8
ham, ok feel like john lennon,0,5,0,5,5,1.0
ham,cos darren say i considering mah ask i,1,8,2,7,7,0.875
ham,bothering trust answers pls,0,4,0,4,4,1.0
ham,wishing family merry x mas happy new year advance,0,9,0,9,9,1.0
ham,one day crab running sea shorethe waves came n cleared footprints crab crab asked frnd r clearing beautiful footprints waves replied fox following footprints catch you cleared off frndsship never let us dwn  gud nyt,2,35,2,28,29,0.8285714285714286
ham,aight time want come up,1,5,1,5,5,1.0
ham,slaaaaave   must summon time  wish come anymore,0,7,0,7,7,1.0
ham,bill 3 a3365 bad,0,4,0,4,4,1.0
ham,let know changes next 6hrs even appendix age range however impossible chill let know 6hrs,0,15,0,12,12,0.8
ham,hello yeah got bath need hair come done yeah,0,9,0,8,8,0.8888888888888888
ham,weather there,1,2,1,2,2,1.0
ham,ok much though hm friday cannot wait know wot hell going another 3 weeks become slob oh wait already done that,3,22,3,21,21,0.9545454545454546
ham,die e toot fringe again,1,5,1,5,5,1.0
ham,lol know awesome phone could click delete right want,0,9,0,9,9,1.0
ham,ok,0,1,0,1,1,1.0
ham,awesome question cute answer someone asked boy how life   smiled amp answered   she fine gudnite,2,15,2,14,15,1.0
ham,please leave topicsorry telling that,1,5,1,5,5,1.0
ham,pls send correct name da,0,5,0,5,5,1.0
ham,happened yo date,0,3,0,3,3,1.0
spam,eastenders tv quiz flower dot compare to d violet e tulip f lily txt e f 84025 4 chance 2 win a100 cash wkent150p16,2,24,2,22,22,0.9166666666666666
ham,webpage available,0,2,0,2,2,1.0
ham,woke up yeesh late fall asleep til ltgt ,1,8,1,8,8,1.0
spam,unsubscribed services get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions,0,12,0,12,12,1.0
ham,dear all know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,1,23,1,21,21,0.9130434782608695
ham,kkfrom tomorrow onwards started ah,0,5,0,5,5,1.0
ham,talking bout early morning almost noon at,1,7,1,7,7,1.0
ham,fine remember me,1,3,1,3,3,1.0
spam,hi babe jordan r you home abroad lonely text back want chat xxsp visionsmscom text stop stopcost 150p 08712400603,1,19,1,18,18,0.9473684210526315
ham,ok many buy,0,3,0,3,3,1.0
ham,sounds good keep posted,0,4,0,4,4,1.0
spam,get brand new mobile phone agent mob plus loads goodies info text mat 87021,0,14,0,14,14,1.0
ham,ok april cannot wait,2,5,2,5,5,1.0
ham,boy best get yo ass quick,0,6,0,6,6,1.0
ham,ay wana meet sati wkg sat,0,6,0,6,6,1.0
ham,wait till 2 bus pick me,1,6,1,6,6,1.0
ham,apart one told yesterday,0,4,0,4,4,1.0
ham,ok lor buy wat,0,4,0,4,4,1.0
ham,somebody go andros steal ice,0,5,0,5,5,1.0
ham,know didt message recently,0,4,0,4,4,1.0
ham,take us shopping mark distract isaiahd,0,6,0,6,6,1.0
ham,mum hope great day hoping text meets well full life great day abiola,0,13,0,10,11,0.8461538461538461
ham,sense foot penis,0,3,0,3,3,1.0
ham,okay thought expert,0,3,0,3,3,1.0
ham,deep sigh  miss   really surprised gone net cafe yet get  miss me,1,12,1,11,11,0.9166666666666666
ham,ssi thinl role like sachinjust standing others hit,0,8,0,8,8,1.0
ham,great trip india bring light everyone project everyone lucky see smile bye abiola,0,13,0,12,12,0.9230769230769231
ham,importantly discuss only,1,3,1,3,3,1.0
ham,kkhow training process,0,3,0,3,3,1.0
ham,ok lor ned 2 go toa payoh 4 2 return smth wan 2 send wat,0,15,0,13,13,0.8666666666666667
ham,da car park,0,3,0,3,3,1.0
ham,wish you holding tightly making see important are much mean  much need  life ,2,13,2,12,12,0.9230769230769231
ham,asked anthony dad bf,0,4,0,4,4,1.0
ham,wnevr wana fal love vth books bed fals love vth me  yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,1,21,1,18,19,0.9047619047619048
ham,todaysundaysunday holidayso work,0,3,0,3,3,1.0
ham,going take bath ill place key window,0,7,0,7,7,1.0
spam,lord ringsreturn king store nowreply lotr 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop end txts,0,20,0,18,18,0.9
ham,dear take care reaching homelove lot,0,6,0,6,6,1.0
ham,staffsciencenusedusgphyhcmkteachingpc1323,0,1,0,1,1,1.0
ham,emigrated something ok maybe 530 bit hopeful,0,7,0,7,7,1.0
ham,olol printed forum post guy exact prob fixed gpu replacement hopefully ignore that,1,13,1,13,13,1.0
ham,walked moms right stagwood pass right winterstone left victors hill address ltgt,0,12,0,11,11,0.9166666666666666
ham,yo jp hungry like mofo,0,5,0,5,5,1.0
ham,creepy crazy me,1,3,1,3,3,1.0
ham,ok din get message,0,4,0,4,4,1.0
ham,tessypls favor pls convey birthday wishes nimyapls dnt forget it today birthday shijas,1,13,1,12,12,0.9230769230769231
ham,pathaya enketa maraikara pa,0,4,0,4,4,1.0
ham,even friend priest call,0,4,0,4,4,1.0
ham,lousy run already come back half dead hee,0,8,0,8,8,1.0
ham,said bad dat e gals know you wat now,2,9,2,9,9,1.0
ham,remind hrs,0,2,0,2,2,1.0
ham,hoping would send message rent due enough it reserves completely gone loan need hoping could her balance ltgt  way could get you till mid march hope pay back,3,28,3,25,26,0.9285714285714286
ham,hi happy new year mean intrude pls let know much tuition paid last semester much semester is thanks,1,18,1,16,16,0.8888888888888888
ham,hello hun ru way good 2 dates guy met walkabout far meet soon everyone else,0,15,0,15,15,1.0
ham,lol going last month cashed left ltgt case collecting week announced blog,0,12,0,12,12,1.0
spam,good luck draw takes place 28th feb 06 good luck removal send stop 87239 customer services 08708034412,0,17,0,15,15,0.8823529411764706
ham,short cute   good person,0,4,0,4,4,1.0
ham,decided yet eh ,0,3,0,3,3,1.0
ham,wat time liao still got,0,5,0,5,5,1.0
ham,yes watching footie worried going blow  phil neville,0,8,0,8,8,1.0
ham,wait 4 i inside da car park,1,7,1,7,7,1.0
ham,uncle abbey happy new year abiola,0,6,0,6,6,1.0
ham,free call pa,0,3,0,3,3,1.0
ham,r saying order slippers cos pay returning it,1,8,1,8,8,1.0
ham,stop knowing well,0,3,0,3,3,1.0
ham,good evening roger you,1,4,1,4,4,1.0
ham,small problem auctionpunj asking tiwary,0,5,0,5,5,1.0
spam,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tcs apply 08452810073 details 18,0,21,0,19,19,0.9047619047619048
ham,telling tell one treat hi hi hi,0,7,0,4,5,0.7142857142857143
ham,uncles atlanta wish guys great semester,0,6,0,6,6,1.0
spam,1st wk free gr8 tones str8 2 wk txt nokia 8007 classic nokia tones hit 8007 polys nokia150p poly200p 16,0,20,0,16,16,0.8
ham,coming 2 pick me,1,4,1,4,4,1.0
ham,cool liked photos sexy,0,4,0,4,4,1.0
ham,would fuckin believe know thurs pre booked cancelled again needs b sacked,1,12,1,12,12,1.0
ham,haha better late ever way could swing by,1,8,1,8,8,1.0
ham,ok finish 6,0,3,0,3,3,1.0
spam,lookatme thanks purchase video clip lookatme charged 35p think better send video mmsto 32323,0,14,0,12,12,0.8571428571428571
ham,barred b q stores lifethis twat orange dungerees came asked wanted decking got first punch in,1,16,1,16,16,1.0
ham,messages food,0,2,0,2,2,1.0
ham,ok going sleep hope meet her,1,6,1,6,6,1.0
ham,wat makes people dearer de happiness dat feel meet de pain feel miss dem,0,14,0,12,12,0.8571428571428571
ham,let know details fri find cos tom fri mentionned chinese thanks,0,11,0,10,10,0.9090909090909091
ham,right think,0,2,0,2,2,1.0
ham,wat r now,1,3,1,3,3,1.0
ham,lecture over,1,2,1,2,2,1.0
